Component 00000000083064,00004-00002-00007-83064,00001-00002-00007-101901,1600831610-083064,451981592-083064,1450615221-0083064,1716180559-083064,1017979708-00083064,143121921-083064,976712288-0000083064
Component 00000000120107,00002-00001-120107,00004-00001-42095,251365755-120107,1776936111-120107,1155022820-0120107,1227084023-120107,41683184-00120107,464298845-120107,1377631815-0000120107
Component 00000000077439,00004-00005-00011-77439,00002-67977,1885211613-077439,791575045-077439,1845422124-0077439,383445593-077439,1556661139-00077439,930263877-077439,1346330427-0000077439
Component 00000000107281,00001-00006-00005-107281,00003-00003-00008-38748,515526139-107281,1769466382-107281,875922978-0107281,128343985-107281,301093711-00107281,575115687-107281,2145080364-0000107281
Component 00000000043464,00004-00001-00005-43464,1436259974,312476756-043464,1195395769-043464,2078314782-0043464,1258117770-043464,1138489999-00043464,1890400087-043464,22859401-0000043464
Component 00000000009678,00003-00004-00006-9678,00001-00005-00010-23826,154512596-009678,2078344592-009678,1854692941-0009678,1118567581-009678,89342189-00009678,156651583-009678,966551183-0000009678
Component 00000000075038,00003-00005-00002-75038,00001-00001-00004-771,924080264-075038,1522983031-075038,2121885798-0075038,979835229-075038,132805041-00075038,1754125669-075038,1107396956-0000075038
Component 00000000017919,00004-00006-00005-17919,00003-00001-00001-7463,2000454115-017919,214991146-017919,577011824-0017919,231104175-017919,568484432-00017919,50093836-017919,1847527790-0000017919
Component 00000000085135,00001-00011-85135,00004-00005-00010-36384,1568666856-085135,1308766996-085135,1048867136-0085135,1848425528-085135,1000441181-00085135,1978375458-085135,1346548183-0000085135
Component 00000000011373,00003-00005-00011-11373,00002-00004-71292,421409613-011373,219505235-011373,17600857-0011373,1366465515-011373,228503758-00011373,1467417704-011373,1840235676-0000011373
Component 00000000023743,00003-00006-00005-23743,00001-00001-00011-47006,1641818450-023743,69246058-023743,644157313-0023743,533985083-023743,1954396102-00023743,1320271279-023743,26800269-0000023743
Component 00000000002411,00001-00003-00006-2411,00004-00002-00010-67454,289792082-002411,294808276-002411,299824470-0002411,533077491-002411,507996521-00002411,530569394-002411,1947554084-0000002411
Component 00000000111037,00002-00003-00004-111037,00002-00001-00012-20357,681800011-111037,357444220-111037,33088429-0111037,1056671500-111037,530966808-00111037,145107572-111037,576443192-0000111037
Component 00000000062216,00001-00011-62216,00006-00012-12375,1107048000-062216,1931693987-062216,608856327-0062216,1373930900-062216,1545668259-00062216,2035349730-062216,412812568-0000062216
Component 00000000036891,00001-00001-00010-36891,00004-00004-00003-44489,1016984720-036891,289684967-036891,1709868861-0036891,1176426875-036891,517958346-00036891,466334928-036891,1194465209-0000036891
Component 00000000096207,00002-00006-00007-96207,00001-00003-00010-99291,1010289808-096207,504801947-096207,2146797733-0096207,1190190490-096207,1570146148-00096207,369192597-096207,1962371243-0000096207
Component 00000000080031,00001-00003-80031,00006-17010,1536120070-080031,634481250-080031,1880326077-0080031,756310240-080031,969537046-00080031,1207129650-080031,1200234384-0000080031
Component 00000000054905,00004-00006-54905,00002-00008-54712,1337636631-054905,1292523311-054905,1247409991-0054905,1297124258-054905,1522690858-00054905,1319680918-054905,800574363-0000054905
Component 00000000089389,00004-00006-00001-89389,00002-00008-31962,1568538177-089389,1523889624-089389,1479241071-0089389,476825180-089389,700067945-00089389,1572891280-089389,2025028624-0000089389
Component 00000000110696,00001-00005-00001-110696,00004-00003-00010-10839,90004195-110696,1101249827-110696,2112495459-0110696,1890777113-110696,1129516247-00110696,1385154297-110696,789712899-0000110696
Component 00000000070299,00004-00005-00008-70299,00003-00004-00005-115133,378442364-070299,1332457954-070299,138989897-0070299,1551041892-070299,1075931236-00070299,1074034097-070299,1106460821-0000070299
Component 00000000007747,00002-00005-00012-7747,,1551752115-007747,1561552557-007747,1571352999-0007747,2027073552-007747,1978071342-00007747,2022173331-007747,1552145107-0000007747
Component 00000000080838,00003-00002-00004-80838,00003-00004-00001-39638,718875126-080838,1551860992-080838,237363211-0080838,316500334-080838,446538298-00080838,2047491048-080838,1241955625-0000080838
Component 00000000106445,00003-00001-106445,00001-00004-00007-23251,1182350903-106445,1360316617-106445,1538282331-0106445,1223753444-106445,333924874-00106445,1134770587-106445,396660625-0000106445
Component 00000000059259,00004-00004-00005-59259,00004-00006-53085,736895072-059259,546126868-059259,355358664-0059259,74571766-059259,1028412786-00059259,169955868-059259,1918624200-0000059259
Component 00000000048955,00004-00010-48955,00004-00005-00011-78804,560740070-048955,1627803297-048955,547382877-0048955,1847440875-048955,807092034-00048955,240167438-048955,1485154546-0000048955
Component 00000000114470,00006-00005-114470,00003-00001-00012-116453,158833765-114470,2076788806-114470,1847260200-0114470,1911598256-114470,911757639-00114470,2026362559-114470,1107574669-0000114470
Component 00000000113847,00002-00006-00006-113847,00001-00001-00008-99016,1091010508-113847,1448204718-113847,1805398928-0113847,1235060517-113847,1596573114-00113847,1056463412-113847,1930205971-0000113847
Component 00000000101336,00001-00004-00001-101336,00002-00003-00010-119402,1873561235-101336,2028555454-101336,36066026-0101336,1874588092-101336,1099616997-00101336,723349159-101336,1096166047-0000101336
Component 00000000008267,00002-00012-8267,00002-00006-00005-107827,30405696-008267,1002527969-008267,1974650242-0008267,1007437526-008267,441793455-00008267,1595118213-008267,950082707-0000008267
Component 00000000050555,00001-00011-50555,00003-00003-00008-56493,1790755714-050555,1121530938-050555,452306162-0050555,1545608783-050555,596765369-00050555,1880221171-050555,803309497-0000050555
Component 00000000008722,00002-00012-8722,00004-00005-00002-120629,1122735291-008722,1088740178-008722,1054745065-0008722,547714134-008722,717689699-00008722,1638453514-008722,1724765446-0000008722
Component 00000000054238,00003-00002-00002-54238,00002-00006-00002-36077,281450498-054238,1928191227-054238,1427448309-0054238,1765222739-054238,2121453682-00054238,2015594198-054238,1006162309-0000054238
Component 00000000085487,00002-00003-00012-85487,00003-00001-00006-46208,829787446-085487,1634781310-085487,292291527-0085487,1217284204-085487,1487282178-00085487,814787272-085487,34115518-0000085487
Component 00000000077645,00001-00009-77645,00001-00005-00004-122841,1115813316-077645,346130609-077645,1723931549-0077645,1367165849-077645,920612090-00077645,678265379-077645,1663466886-0000077645
Component 00000000006065,00003-00007-6065,00003-00001-00006-46208,1594211023-006065,797111014-006065,11005-0006065,515824409-006065,206357160-00006065,1988116237-006065,35251984-0000006065
Component 00000000040887,00002-00002-40887,00003-00004-00006-32883,2072650185-040887,92950696-040887,260734854-0040887,1620247260-040887,781326470-00040887,1536355181-040887,216515366-0000040887
Component 00000000018143,00003-00006-00008-18143,00001-00001-00002-13756,593127182-018143,1781947980-018143,823285131-0018143,268877416-018143,767224367-00018143,1821950664-018143,1128913244-0000018143
Component 00000000050615,00005-00006-50615,00002-00003-00003-58152,2046457276-050615,1872717162-050615,1698977048-0050615,62512688-050615,931213258-00050615,149382745-050615,639183852-0000050615
Component 00000000061375,00006-00002-61375,00004-00003-00006-112339,445476960-061375,1147633818-061375,1849790676-0061375,140346221-061375,924529225-00061375,1936751439-061375,1343623135-0000061375
Component 00000000017851,00001-00001-00002-17851,00004-00003-00012-5589,2103703557-017851,1351110745-017851,598517933-0017851,2110174174-017851,1578170940-00017851,338986933-017851,1864773172-0000017851
Component 00000000051002,00002-00003-51002,00005-00012-68990,286934404-051002,1800394008-051002,1166369965-0051002,675281200-051002,1697917768-00051002,2066035045-051002,2088916414-0000051002
Component 00000000018637,00002-00003-00008-18637,00002-00001-00003-27602,421708937-018637,542225647-018637,662742357-0018637,1971802078-018637,1369218528-00018637,1911543723-018637,564724174-0000018637
Component 00000000017360,00005-17360,00001-00009-115410,403883042-017360,542321882-017360,680760722-0017360,675715841-017360,2131005288-00017360,606496421-017360,1838605290-0000017360
Component 00000000021398,00003-00006-21398,00001-104910,1002051789-021398,401012199-021398,1947456256-0021398,1916402732-021398,626633388-00021398,69438880-021398,1914004245-0000021398
Component 00000000034057,00002-00002-00010-34057,00003-00001-88700,823548258-034057,1042514353-034057,1261480448-0034057,1779727454-034057,684896979-00034057,596502583-034057,1675022850-0000034057
Component 00000000057178,00003-00002-00004-57178,00002-00001-00005-118357,492938245-057178,1540514118-057178,440606344-0057178,834502381-057178,2039073957-00057178,1384456268-057178,291925662-0000057178
Component 00000000008258,00003-00005-00003-8258,00002-00001-00011-107612,785970132-008258,108221661-008258,1577956837-0008258,1201165817-008258,294940878-00008258,466298229-008258,551353935-0000008258
Component 00000000036881,00001-00005-36881,00004-00004-00005-44244,1706790860-036881,2034986458-036881,215698409-0036881,444408187-036881,950913844-00036881,280310388-036881,1478120061-0000036881
Component 00000000086180,00003-00003-86180,00002-00001-00001-65612,447044377-086180,752653683-086180,1058262989-0086180,236710189-086180,856147306-00086180,83905536-086180,1910787109-0000086180
Component 00000000122842,00002-00006-00005-122842,00001-00004-70750,1012366797-122842,2008644092-122842,857437740-0122842,1013433547-122842,327014366-00122842,1589036723-122842,1986354813-0000122842
Component 00000000024267,00002-00005-00009-24267,1436259974,327921575-024267,1979561628-024267,1483718034-0024267,2049311030-024267,233561706-00024267,149749180-024267,1471142985-0000024267
Component 00000000098131,00001-00005-00007-98131,00004-00005-00002-29629,827666608-098131,16953540-098131,1353724119-0098131,162788456-098131,2068870149-00098131,568144990-098131,367487001-0000098131
Component 00000000056093,00003-00002-00011-56093,00002-88025,2113899753-056093,567777545-056093,1169138984-0056093,141416663-056093,1429576762-00056093,914477767-056093,685592124-0000056093
Component 00000000042788,00003-00004-00005-42788,00001-00009-86121,1019503888-042788,1626100555-042788,85213575-0042788,1448413003-042788,562913315-00042788,71372846-042788,1808887195-0000042788
Component 00000000100521,00001-00001-00005-100521,00005-96530,1456296742-100521,774904704-100521,93512666-0100521,621037604-100521,1880514147-00100521,961733623-100521,794333311-0000100521
Component 00000000001463,00003-00007-1463,00002-00003-00012-40897,1645634164-001463,445171163-001463,1392191809-0001463,331495261-001463,2038842972-00001463,2005468585-001463,268442237-0000001463
Component 00000000103382,00002-00006-00006-103382,00004-00006-53085,1811421006-103382,507939866-103382,1351942373-0103382,869611479-103382,944566238-00103382,1521352049-103382,1726558348-0000103382
Component 00000000106275,00001-106275,00004-10595,602620155-106275,1640949859-106275,531795916-0106275,1569486918-106275,672805692-00106275,1050322066-106275,1203068406-0000106275
Component 00000000106142,00002-00001-00010-106142,00002-00006-00005-6817,1659677456-106142,1700955815-106142,1742234174-0106142,440452397-106142,234060602-00106142,1493555041-106142,364219477-0000106142
Component 00000000046071,00001-00004-00012-46071,00003-00003-00002-54498,49480245-046071,176748244-046071,304016243-0046071,853269079-046071,216929084-00046071,1863376903-046071,2015439631-0000046071
Component 00000000050216,00001-00005-00010-50216,00001-00001-00011-47006,1427650835-050216,1352500465-050216,1277350095-0050216,2077825184-050216,306093387-00050216,2115400369-050216,444322847-0000050216
Component 00000000108352,00002-00006-00010-108352,00003-00001-00008-68713,986354490-108352,1958118220-108352,782398303-0108352,872255161-108352,308403805-00108352,386373296-108352,20426579-0000108352
Component 00000000061477,00002-00003-61477,00001-00004-00003-115196,2040845059-061477,15210768-061477,137060124-0061477,1508087884-061477,898841104-00061477,1447163206-061477,677819902-0000061477
Component 00000000107218,00003-00006-00007-107218,00002-00008-36967,579789262-107218,536068104-107218,492346946-0107218,606796746-107218,825402536-00107218,628657325-107218,1873417353-0000107218
Component 00000000110748,00003-00001-00001-110748,00002-00002-00006-12252,1119315698-110748,1481368907-110748,1843422116-0110748,425285335-110748,762502937-00110748,1318000554-110748,1014784011-0000110748
Component 00000000098983,00003-00003-00001-98983,00004-00004-00002-53484,988024120-098983,260799056-098983,1681057639-0098983,77346868-098983,1565988541-00098983,440959400-098983,1814691118-0000098983
Component 00000000094999,00004-00002-00008-94999,00003-00001-00003-65458,773098258-094999,313204702-094999,2000794793-0094999,2090580909-094999,95081395-00094999,173044040-094999,1481450812-0000094999
Component 00000000120505,00008-120505,00001-00008-38410,2133604472-120505,1804013169-120505,1474421866-0120505,107069982-120505,1755026497-00120505,1345607457-120505,970056612-0000120505
Component 00000000109189,00004-00003-00002-109189,00004-00012-92169,1718580360-109189,1364293554-109189,1010006748-0109189,1715539445-109189,1339489828-00109189,1892682848-109189,736520581-0000109189
Component 00000000086254,00004-00012-86254,00003-00009-67700,1812905503-086254,1597011444-086254,1381117385-0086254,1005720053-086254,2085190348-00086254,39925259-086254,1072260652-0000086254
