Component 00000000113248,00003-00002-00005-113248,00002-00002-00001-82252,1508863102-113248,396945365-113248,1432511275-0113248,194202209-113248,1458823600-00113248,1823902901-113248,1571994469-0000113248
Component 00000000009588,00003-00005-00007-9588,00004-00001-00002-21309,161245537-009588,417730187-009588,674214837-0009588,1863332827-009588,580909577-00009588,1735090502-009588,1583587995-0000009588
Component 00000000080232,00002-00005-00009-80232,00001-00002-00002-22661,2063111425-080232,874877399-080232,1834127020-0080232,268335986-080232,1914538822-00080232,862452999-080232,58275570-0000080232
Component 00000000048299,00004-00006-00004-48299,00004-00003-00010-116854,1813598906-048299,2043542254-048299,126001955-0048299,80949402-048299,1078716309-00048299,2113461375-048299,1565090575-0000048299
Component 00000000022808,00003-00002-00006-22808,00004-00003-00010-20849,787354505-022808,1681303114-022808,427768076-0022808,120447278-022808,2093155174-00022808,747214797-022808,1131041490-0000022808
Component 00000000101757,00002-00005-00006-101757,00006-00010-7615,299069084-101757,2036307059-101757,1626061387-0101757,1876990462-101757,1780735175-00101757,2082113298-101757,922552008-0000101757
Component 00000000075424,00004-00006-00011-75424,00001-00003-00002-11546,147542795-075424,221201851-075424,294860907-0075424,1572523364-075424,1204228084-00075424,1535693836-075424,1656039442-0000075424
Component 00000000063446,00001-00005-00006-63446,00001-00003-00004-46791,1352179455-063446,1530862638-063446,1709545821-0063446,354637419-063446,1608705151-00063446,1339037651-063446,891178289-0000063446
Component 00000000043432,00002-00004-00012-43432,00003-00004-104143,2135100046-043432,230984687-043432,474352975-0043432,1053560132-043432,1984202339-00043432,931875988-043432,189574770-0000043432
Component 00000000102033,00003-00001-00009-102033,00002-00006-00008-15322,918924600-102033,1450386858-102033,1981849116-0102033,925040349-102033,415212706-00102033,659309220-102033,657757711-0000102033
Component 00000000034604,00004-00003-00011-34604,00007-104020,234128512-034604,1406688232-034604,431764305-0034604,1268700110-034604,1848352451-00034604,682420250-034604,1120533361-0000034604
Component 00000000094451,00001-00006-94451,00002-00003-00009-50137,154742217-094451,1890663335-094451,1479100806-0094451,595054207-094451,505383205-00094451,1874577295-094451,1830410710-0000094451
Component 00000000029171,00001-00002-00012-29171,00003-00001-00003-75468,1191616063-029171,1200973710-029171,1210331357-0029171,571720119-029171,524931884-00029171,1640783119-029171,595933258-0000029171
Component 00000000120249,00004-00003-00012-120249,00002-00002-00005-31257,798232924-120249,505589815-120249,212946706-0120249,563685843-120249,2026901388-00120249,1783749221-120249,2144475277-0000120249
Component 00000000033801,00001-00005-00001-33801,00002-00004-00011-81547,1565308014-033801,1584366590-033801,1603425166-0033801,342165303-033801,246872423-00033801,332636015-033801,1253375922-0000033801
Component 00000000023330,00006-00008-23330,00003-00001-00012-35463,673087071-023330,1601736884-023330,382903050-0023330,1689188238-023330,1340906467-00023330,151121508-023330,1657191052-0000023330
Component 00000000043463,00003-00004-43463,00002-00002-00001-105002,416768348-043463,1321148397-043463,78044799-0043463,255785961-043463,28853010-00043463,877337760-043463,795562251-0000043463
Component 00000000050382,00002-00003-00007-50382,00002-00003-00006-51642,116596417-050382,1702194057-050382,1140308050-0050382,1856154312-050382,370617053-00050382,1063355492-050382,2026206186-0000050382
Component 00000000091356,00001-00006-00005-91356,00004-00004-00009-86979,1055334888-091356,1369045783-091356,1682756678-0091356,164185943-091356,743115115-00091356,1081072319-091356,1792496282-0000091356
Component 00000000041278,00003-00006-00003-41278,00003-00003-43813,1648220396-041278,353518977-041278,1206301205-0041278,58485514-041278,89541668-00041278,1779578047-041278,272166641-0000041278
Component 00000000045116,00001-00001-00006-45116,00001-00006-00010-27726,1598620227-045116,699952054-045116,1948767528-0045116,2036628600-045116,87518524-00045116,1412220863-045116,1784837815-0000045116
Component 00000000020470,00002-00008-20470,00001-00002-00009-78906,1768337434-020470,55929372-020470,491004957-0020470,320925013-020470,293030735-00020470,1177129044-020470,278608735-0000020470
Component 00000000046264,00004-00001-00010-46264,00001-00002-00010-59901,1031114509-046264,1770578829-046264,362559502-0046264,387912030-046264,985557724-00046264,18179870-046264,1224742805-0000046264
Component 00000000084993,00003-00006-00012-84993,00001-00003-00005-13226,533558299-084993,967723663-084993,1401889027-0084993,115741983-084993,92398810-00084993,2046142948-084993,1028438654-0000084993
Component 00000000102077,00002-00003-00001-102077,00001-00005-00006-16581,1239306716-102077,342939935-102077,1594056801-0102077,1788932601-102077,1975799212-00102077,1163374168-102077,1453648751-0000102077
Component 00000000020132,00002-00008-20132,00003-00001-00002-69448,1575336442-020132,1996804851-020132,270789613-0020132,1615459632-020132,1655601234-00020132,330983604-020132,961827861-0000020132
Component 00000000015498,00003-00002-15498,00003-00003-00003-63248,1993303916-015498,301856502-015498,757892735-0015498,1562482923-015498,1429785405-00015498,260722983-015498,450624564-0000015498
Component 00000000097678,00003-00009-97678,00003-00011-16950,1143939541-097678,127372586-097678,1258289278-0097678,158824281-097678,946691762-00097678,1740849582-097678,1029128206-0000097678
Component 00000000098793,00003-00002-00006-98793,00003-00006-00008-48173,1188295392-098793,1086483109-098793,984670826-0098793,1619108784-098793,2128170199-00098793,596273102-098793,159893939-0000098793
Component 00000000120369,00004-00004-00002-120369,00003-00006-34573,2059227010-120369,45546894-120369,179350425-0120369,1032505499-120369,363487844-00120369,2039345557-120369,2079343686-0000120369
Component 00000000117032,00002-00006-00006-117032,00003-00002-64690,65829239-117032,2027399161-117032,1841485436-0117032,712689988-117032,1642258613-00117032,1879388674-117032,731079495-0000117032
Component 00000000081812,00002-00003-00003-81812,00001-00012-66871,2086006272-081812,1849631214-081812,1613256156-0081812,1359234194-081812,393625837-00081812,1477421723-081812,960453722-0000081812
Component 00000000014462,00002-00006-14462,00005-00006-34235,436345743-014462,298088154-014462,159830565-0014462,1247045441-014462,1938333386-00014462,242432412-014462,841985071-0000014462
Component 00000000040560,00002-40560,00003-00001-00004-23703,1031303957-040560,219791718-040560,1555763126-0040560,1401407835-040560,1164001736-00040560,733422131-040560,1000361936-0000040560
Component 00000000100623,00003-00005-00003-100623,00003-00004-00011-99383,1898398688-100623,806539312-100623,1862163583-0100623,482826480-100623,1647156066-00100623,1028756168-100623,1126881280-0000100623
Component 00000000052335,00003-00010-52335,00002-00006-00008-106322,2033124428-052335,805538752-052335,1725436723-0052335,477277611-052335,172755050-00052335,1091070449-052335,1390972597-0000052335
Component 00000000073119,00004-00004-00007-73119,00004-00008-70585,1833049606-073119,269565263-073119,853564567-0073119,92244792-073119,1467215566-00073119,1947728787-073119,1914894964-0000073119
Component 00000000092603,00003-00004-92603,00003-00006-00004-121918,1417190736-092603,788994441-092603,160798146-0092603,2088183310-092603,934197491-00092603,1328539634-092603,1007145770-0000092603
Component 00000000044628,00003-00003-00012-44628,00003-00002-00001-14093,672005868-044628,1285276870-044628,1898547872-0044628,350878407-044628,1579490691-00044628,44242906-044628,1077094458-0000044628
Component 00000000054931,00001-00002-00006-54931,00003-00005-55450,966208734-054931,288480036-054931,1758234985-0054931,308621586-054931,1549781429-00054931,647485935-054931,193820187-0000054931
Component 00000000063671,00001-00006-00010-63671,00002-00002-00008-100732,640959982-063671,1191053185-063671,1741146388-0063671,476934740-063671,2021436019-00063671,1275629962-063671,896667667-0000063671
Component 00000000020827,00002-00002-00001-20827,00001-00008-88915,1871454137-020827,1603621762-020827,1335789387-0020827,692744008-020827,2031905883-00020827,1900402019-020827,2051999925-0000020827
Component 00000000083390,00006-00008-83390,111020,136239213-083390,1766622035-083390,1249521210-0083390,1900394788-083390,190931619-00083390,1085203377-083390,336621505-0000083390
Component 00000000113716,00001-00001-00005-113716,00001-00006-95361,1700527106-113716,1596082889-113716,1491638672-0113716,2003691699-113716,378429137-00113716,982171984-113716,2133137149-0000113716
Component 00000000063401,00001-00002-63401,00003-00005-00007-45533,1421662215-063401,830863686-063401,240065157-0063401,1758962793-063401,417988144-00063401,980620234-063401,1984108215-0000063401
Component 00000000098141,00001-00001-00004-98141,00001-00004-00010-29936,420603072-098141,1922128924-098141,1276171129-0098141,230162896-098141,1312468224-00098141,1626883617-098141,838865150-0000098141
Component 00000000015917,00002-00006-00005-15917,00001-00006-00005-74976,1021218323-015917,1641090169-015917,113478368-0015917,1020231796-015917,68356213-00015917,710295873-015917,114248752-0000015917
Component 00000000094320,00002-00005-94320,00003-00001-00004-46453,731668508-094320,1742860282-094320,606568409-0094320,382345666-094320,1768837737-00094320,2024233426-094320,1898507058-0000094320
Component 00000000051815,00001-00010-51815,00003-91770,1190944337-051815,1599533358-051815,2008122379-0051815,606417209-051815,710955751-00051815,1475864522-051815,140653131-0000051815
Component 00000000093702,00002-00011-93702,00004-00002-00001-29199,1881388140-093702,884953756-093702,2036003019-0093702,798960750-093702,1486165376-00093702,1297177942-093702,217224147-0000093702
Component 00000000114496,00001-00004-00005-114496,00002-00001-117222,1288659763-114496,1632230746-114496,1975801729-0114496,1845725086-114496,127870171-00114496,600197771-114496,1245891682-0000114496
Component 00000000101373,00003-00006-00012-101373,00001-00009-120415,1042749672-101373,1907110954-101373,623988589-0101373,14598909-101373,2135243440-00101373,1729901915-101373,79404153-0000101373
Component 00000000015988,00003-00011-15988,00002-00012-76972,434703453-015988,11116026-015988,1735012246-0015988,291807890-015988,262261378-00015988,1577343427-015988,1776528552-0000015988
Component 00000000001388,00003-00002-00010-1388,00004-00001-00004-38809,814004891-001388,2134643567-001388,1307798596-0001388,440471267-001388,279728828-00001388,1927635576-001388,500266073-0000001388
Component 00000000050787,00002-00002-00009-50787,00005-00011-62970,1439342336-050787,69178424-050787,846498159-0050787,1558385661-050787,1966754280-00050787,95983970-050787,9175809-0000050787
Component 00000000021393,00003-00001-00008-21393,00001-00001-00002-104756,336545597-021393,1175852453-021393,2015159309-0021393,240738820-021393,339171834-00021393,1968569039-021393,460622949-0000021393
Component 00000000061431,00001-00006-00006-61431,00002-00005-00005-113937,229666471-061431,1484787050-061431,592423982-0061431,2047214260-061431,66578659-00061431,345912147-061431,2102775554-0000061431
Component 00000000009102,00002-00002-00002-9102,00003-00001-00012-7708,1160200614-009102,144464038-009102,1276211109-0009102,1289100559-009102,2072816145-00009102,1796968847-009102,1748367453-0000009102
Component 00000000103145,00003-103145,00003-00001-00004-46453,192855516-103145,1065812329-103145,1938769142-0103145,655329830-103145,585513059-00103145,1292593247-103145,1390042523-0000103145
Component 00000000061913,00003-00005-00007-61913,00006-00009-3870,1799261939-061913,1653254558-061913,1507247177-0061913,86613078-061913,816649983-00061913,1233358592-061913,1613981129-0000061913
Component 00000000013459,00004-00005-00004-13459,00003-00006-00011-6173,1149560376-013459,1168144247-013459,1186728118-0013459,977136296-013459,884216941-00013459,2041586184-013459,2051040117-0000013459
Component 00000000086600,00003-00007-86600,00001-00004-00003-77431,1754356047-086600,922137980-086600,89919913-0086600,1120227267-086600,986350308-00086600,462594477-086600,399885061-0000086600
Component 00000000032688,00003-00005-00006-32688,00004-00005-00009-50384,1805004053-032688,1882696685-032688,1960389317-0032688,1278129411-032688,889666251-00032688,1239283095-032688,1969908424-0000032688
Component 00000000055753,00003-00005-00009-55753,,1641757145-055753,758187373-055753,2022101248-0055753,1738296143-055753,1861177709-00055753,32597382-055753,1961992491-0000055753
Component 00000000116046,00001-00008-116046,1436259974,1257167868-116046,1057669259-116046,858170650-0116046,1245161743-116046,95171141-00116046,271169224-116046,619293966-0000116046
Component 00000000036322,00002-00006-36322,,1246617114-036322,1378259420-036322,1509901726-0036322,1188818014-036322,530606484-00036322,1122996861-036322,2070691411-0000036322
Component 00000000049798,00003-00008-49798,00004-00001-00001-35309,235892990-049798,1007149138-049798,1778405286-0049798,1134594169-049798,1573280723-00049798,748966095-049798,825274580-0000049798
Component 00000000070747,00002-00005-00001-70747,00001-00002-00012-4146,761932056-070747,1139339496-070747,1516746936-0070747,1886323720-070747,2146770167-00070747,1697620000-070747,811305299-0000070747
Component 00000000040191,00001-00004-00008-40191,00004-00001-00002-55434,450379788-040191,759321349-040191,1068262910-0040191,1475401791-040191,2078177633-00040191,247189187-040191,1585313735-0000040191
Component 00000000094281,00001-00005-00005-94281,00004-00003-00005-45349,1527328471-094281,527915182-094281,1675985540-0094281,1374166012-094281,2076265163-00094281,800130833-094281,1978358189-0000094281
