Component 00000000071551,00001-00004-00012-71551,00001-00002-00001-26651,1295239515-071551,70182386-071551,992608904-0071551,935769051-071551,618603755-00071551,474555792-071551,2029012347-0000071551
Component 00000000079025,00002-00011-79025,00006-00011-112370,1133821380-079025,251707444-079025,1517077155-0079025,1300968424-079025,1416570810-00079025,1742025392-079025,760915858-0000079025
Component 00000000028482,00002-00006-00012-28482,00001-00002-00009-56156,628113423-028482,1130139639-028482,1632165855-0028482,1354064782-028482,991417349-00028482,1103051674-028482,1336340735-0000028482
Component 00000000076867,00002-00011-76867,00003-00002-51950,252274705-076867,1470977846-076867,542197340-0076867,303576751-076867,652511987-00076867,767967004-076867,180263204-0000076867
Component 00000000092738,00003-00002-00009-92738,00002-00005-00011-2182,317715141-092738,1108440101-092738,1899165061-0092738,13170055-092738,354512549-00092738,1765291222-092738,1529378926-0000092738
Component 00000000032312,00002-00007-32312,00004-00004-00001-52014,1399574607-032312,673012044-032312,2093933128-0032312,1594770477-032312,932615998-00032312,884309935-032312,547902205-0000032312
Component 00000000112463,00003-00001-112463,00002-00006-60300,186293345-112463,18068380-112463,1997327062-0112463,1691058954-112463,384700132-00112463,701429613-112463,1919787690-0000112463
Component 00000000034362,00002-00006-00003-34362,00005-00008-97235,953285461-034362,620756756-034362,288228051-0034362,931770621-034362,446930499-00034362,24293150-034362,196852436-0000034362
Component 00000000038564,00004-00001-00006-38564,00001-00007-91371,919308544-038564,2095221629-038564,1123651067-0038564,1042776521-038564,1605662037-00038564,1528561802-038564,1809528219-0000038564
Component 00000000031938,00003-00004-00010-31938,00004-00003-29354,166359055-031938,2096831874-031938,1879821046-0031938,378752132-031938,1463806272-00031938,487257546-031938,2123620774-0000031938
Component 00000000042054,00004-00005-00012-42054,00002-00004-65550,904053074-042054,38321621-042054,1320073815-0042054,792008720-042054,825698691-00042054,151132623-042054,2012595084-0000042054
Component 00000000074773,00003-00006-00010-74773,00004-00005-00001-116884,539060141-074773,2086496550-074773,1486449312-0074773,1501540156-074773,206809052-00074773,1801563775-074773,1686955100-0000074773
Component 00000000034286,00001-00005-34286,00003-00006-00005-95178,19069597-034286,20090067-034286,21110537-0034286,68562392-034286,63460042-00034286,68052157-034286,1707813302-0000034286
Component 00000000058737,00002-00003-58737,00001-00002-00002-94551,1354214948-058737,1300396131-058737,1246577314-0058737,1965227794-058737,86838232-00058737,918395379-058737,1200373330-0000058737
Component 00000000113378,00003-00006-00005-113378,00001-00002-00002-85906,1535688090-113378,1151553582-113378,767419074-0113378,85033628-113378,2005706168-00113378,277100882-113378,1532992668-0000113378
Component 00000000077981,00001-00001-00007-77981,00002-00003-00007-83142,1744108942-077981,1103608444-077981,463107946-0077981,744605847-077981,1799624690-00077981,1064856096-077981,163349521-0000077981
Component 00000000103937,00002-00001-00002-103937,00002-00003-00012-68652,909928107-103937,990204385-103937,1070480663-0103937,508360296-103937,106978906-00103937,468222157-103937,191095779-0000103937
Component 00000000078139,00004-00005-00009-78139,00003-00005-107775,14952237-078139,2074290073-078139,1986144262-0078139,1108589521-078139,1549318576-00078139,78920603-078139,802706887-0000078139
Component 00000000043536,00001-00003-00012-43536,00004-00001-00004-107059,165732510-043536,845972121-043536,1526211732-0043536,2018840762-043536,765126354-00043536,604979133-043536,1854302209-0000043536
Component 00000000094973,00003-00004-00008-94973,00002-00002-00012-64752,1307375391-094973,228721739-094973,1297551734-0094973,532280797-094973,1630581763-00094973,1071607623-094973,791377436-0000094973
Component 00000000106172,00002-00003-00001-106172,,387979156-106172,1571107786-106172,606752769-0106172,1935142889-106172,314467033-00106172,1343578574-106172,411507046-0000106172
Component 00000000066027,00002-00003-66027,00003-00009-119063,90555569-066027,660255662-066027,1229955755-0066027,877464492-066027,176447674-00066027,1666356269-066027,1187555515-0000066027
Component 00000000045080,00009-45080,00003-00003-00002-26743,888199083-045080,205351615-045080,1669987794-0045080,2129835237-045080,1249105283-00045080,323775324-045080,1757097105-0000045080
Component 00000000014332,00002-00003-00006-14332,00002-00001-00010-30612,1753593813-014332,1727975761-014332,1702357709-0014332,511118291-014332,639208551-00014332,523927317-014332,1078880032-0000014332
Component 00000000012972,00002-00001-00011-12972,00003-00005-00011-116023,2050362971-012972,240837113-012972,578794902-0012972,187704738-012972,645399440-00012972,1092467667-012972,52858223-0000012972
Component 00000000064114,00004-00001-00011-64114,65520,821815788-064114,1174175363-064114,1526534938-0064114,1805127823-064114,43329948-00064114,555206212-064114,1886713711-0000064114
Component 00000000009930,00004-00011-9930,00002-00001-00008-30857,339575350-009930,534796173-009930,730016996-0009930,144108854-009930,1315488386-00009930,1120240266-009930,803696114-0000009930
Component 00000000090291,00001-00005-00006-90291,00003-57200,161245076-090291,694297391-090291,1227349706-0090291,1318220413-090291,800442485-00090291,2125436079-090291,1131278239-0000090291
Component 00000000028781,00001-00004-00012-28781,00002-00004-00005-64537,1051560307-028781,1065103018-028781,1078645729-0028781,634639967-028781,566926412-00028781,1701610435-028781,733830400-0000028781
Component 00000000011739,00004-11739,00004-00006-00004-81514,54623503-011739,1992716177-011739,1783325204-0011739,1710321371-011739,609792589-00011739,741275034-011739,1668437972-0000011739
Component 00000000048815,00004-48815,00009-7770,633335844-048815,334173439-048815,35011034-0048815,82602907-048815,1578414932-00048815,1305925933-048815,368674570-0000048815
Component 00000000115044,00004-00006-00007-115044,00004-00006-00007-9029,1374877059-115044,1517985231-115044,1661093403-0115044,1873172460-115044,1157631600-00115044,1801618374-115044,2082908385-0000115044
Component 00000000101405,00003-00005-101405,00002-00002-121305,1470906772-101405,1258993199-101405,1047079626-0101405,856774893-101405,1916342758-00101405,2036473503-101405,1829866484-0000101405
Component 00000000072130,00002-00006-72130,00002-00001-00001-42862,821404566-072130,962261715-072130,1103118864-0072130,136783528-072130,1579981430-00072130,1140096777-072130,420413174-0000072130
Component 00000000019094,00004-00005-00010-19094,00006-00010-40375,983651903-019094,281608637-019094,1727049018-0019094,1294291854-019094,509540890-00019094,1645313487-019094,1172803651-0000019094
Component 00000000005651,00001-00002-00009-5651,00004-00003-00007-7794,2142858527-005651,397583999-005651,799793118-0005651,1248906152-005651,1385344204-00005651,2121543416-005651,860969567-0000005651
Component 00000000029860,00005-00012-29860,00002-00012-94717,1705950728-029860,1002918804-029860,299886880-0029860,1968640766-029860,1188833092-00029860,172673081-029860,1897220736-0000029860
Component 00000000083308,00003-00001-00004-83308,00003-00003-00003-108748,1588663612-083308,1547380470-083308,1506097328-0083308,1733914872-083308,1940330582-00083308,1754556443-083308,2033486271-0000083308
Component 00000000122206,00001-00006-122206,00003-00003-00003-85998,1348724570-122206,1014630394-122206,680536218-0122206,177542563-122206,1848013443-00122206,344589651-122206,1714078851-0000122206
Component 00000000006795,00005-00009-6795,1436259974,1713332004-006795,1019174231-006795,325016458-0006795,1332676542-006795,508498113-00006795,606013605-006795,553010464-0000006795
Component 00000000106655,00003-00003-106655,00003-00003-00006-21248,913248108-106655,713047014-106655,512845920-0106655,1940913284-106655,794435107-00106655,2041013831-106655,2019723111-0000106655
Component 00000000088637,00002-00003-00003-88637,00001-00002-00007-10901,670694524-088637,401512203-088637,132329882-0088637,1573995661-088637,772423619-00088637,634844998-088637,1274933084-0000088637
Component 00000000113463,00003-00012-113463,88270,1966953721-113463,493105306-113463,1166740538-0113463,278524121-113463,1205315255-00113463,2089190152-113463,80297816-0000113463
Component 00000000054852,00002-00005-54852,00004-00006-00008-53269,1312295419-054852,1187445550-054852,1062595681-0054852,625785890-054852,1250035235-00054852,1761952648-054852,1515590352-0000054852
Component 00000000054605,00005-00005-54605,00001-00005-00012-46331,551722760-054605,1170596331-054605,1789469902-0054605,1576061719-054605,629177511-00054605,192883110-054605,490343561-0000054605
Component 00000000098730,00002-00008-98730,00003-00004-00009-46393,748000616-098730,1406155561-098730,2064310506-0098730,1530002567-098730,386711489-00098730,127183271-098730,1565311614-0000098730
Component 00000000094517,00002-00003-00007-94517,00005-00006-51980,22010991-094517,489322635-094517,956634279-0094517,1211789255-094517,1022714682-00094517,978133433-094517,254970154-0000094517
Component 00000000021217,00002-00001-21217,00004-00004-00001-29264,1105571573-021217,2127106638-021217,1001158056-0021217,184156521-021217,1518932137-00021217,747130812-021217,1866383287-0000021217
Component 00000000069642,00002-00006-00001-69642,00004-00004-00011-96744,2018928770-069642,1204250773-069642,389572776-0069642,88009738-069642,2013916076-00069642,1569090560-069642,1980859323-0000069642
Component 00000000070188,00003-00006-00001-70188,00003-00005-00012-112033,248387353-070188,361595308-070188,474803263-0070188,370264053-070188,1951707925-00070188,1387401899-070188,1963346803-0000070188
Component 00000000066523,00003-00002-00002-66523,00003-00001-00007-9458,508264369-066523,115490148-066523,1870199574-0066523,1859809297-066523,1676196755-00066523,982454584-066523,835614173-0000066523
Component 00000000014692,00002-00006-00002-14692,00002-00005-00005-40682,1215284713-014692,2140450469-014692,918132578-0014692,988667292-014692,657805806-00014692,526084414-014692,26027812-0000014692
Component 00000000001167,00002-00005-00010-1167,00002-00001-00003-32607,750344860-001167,255383518-001167,1907905823-0001167,367039890-001167,694362953-00001167,614520561-001167,1000998255-0000001167
Component 00000000014364,00004-00012-14364,00001-00006-00011-31471,182177646-014364,1504085165-014364,678509037-0014364,943924731-014364,776838077-00014364,1356712795-014364,1133126110-0000014364
Component 00000000121667,00002-121667,00003-00004-00004-70893,543513831-121667,1870598569-121667,1050199660-0121667,482614214-121667,289641465-00121667,1966555492-121667,1353277187-0000121667
Component 00000000118440,00010-118440,00002-00001-00008-104112,1039401304-118440,1994458376-118440,802031801-0118440,115029062-118440,1782194643-00118440,1784984173-118440,846685731-0000118440
Component 00000000086784,00004-00005-00009-86784,00003-00005-00004-82528,1449496037-086784,1144814090-086784,840132143-0086784,631065313-086784,6991401-00086784,1857148110-086784,92728601-0000086784
Component 00000000070289,00004-00002-00011-70289,00002-00001-00002-114857,555618470-070289,881551933-070289,1207485396-0070289,257264073-070289,775080405-00070289,1168039165-070289,758585570-0000070289
Component 00000000050004,00004-00003-00006-50004,00001-00005-00001-41081,715862931-050004,487113032-050004,258363133-0050004,1432652888-050004,428918736-00050004,473286014-050004,881589151-0000050004
Component 00000000015613,00003-00003-15613,00002-00003-66472,942189192-015613,680826944-015613,419464696-0015613,1151022046-015613,310349639-00015613,1281703170-015613,1667650165-0000015613
Component 00000000076311,00001-00004-00001-76311,00002-00006-00005-122842,1192318834-076311,1813214377-076311,286626273-0076311,167239788-076311,1357729367-00076311,930533840-076311,375822906-0000076311
Component 00000000024844,00004-00001-00001-24844,00004-00012-77830,932078151-024844,1419350148-024844,1906622145-0024844,2016191712-024844,1727315374-00024844,698813890-024844,1312427100-0000024844
Component 00000000012803,00003-00011-12803,00002-00001-00012-111357,39490318-012803,603472479-012803,1167454640-0012803,549079539-012803,2024136028-00012803,1340830282-012803,1341560359-0000012803
Component 00000000082569,00004-00004-00006-82569,00002-00006-88055,440719100-082569,1930776826-082569,1273350905-0082569,1841558460-082569,833720771-00082569,1096529597-082569,1188648288-0000082569
Component 00000000098744,00004-00002-00009-98744,00001-00003-00004-46791,201558013-098744,1791874490-098744,1234707320-0098744,1096237679-098744,1734589882-00098744,1374821264-098744,2107035060-0000098744
Component 00000000117041,00001-00001-00002-117041,00002-00005-00002-64937,1561998363-117041,2018749456-117041,328016902-0117041,1165848080-117041,1029576262-00117041,2011214357-117041,160174179-0000117041
Component 00000000063327,00002-00005-00004-63327,00001-00006-00004-43476,1738154602-063327,740821220-063327,1890971485-0063327,612125809-063327,1303825425-00063327,1110792500-063327,2053445070-0000063327
Component 00000000018605,00006-00002-18605,00002-00010-26712,908485322-018605,263141155-018605,1765280635-0018605,747806104-018605,1827043292-00018605,2144220011-018605,1245446524-0000018605
Component 00000000002187,00002-00003-00003-2187,00004-00005-00003-61129,1554285440-002187,1846243073-002187,2138200706-0002187,1755586935-002187,295798770-00002187,535866295-002187,2143389144-0000002187
Component 00000000041682,00002-00004-00004-41682,00002-00001-00005-55112,241483108-041682,25466188-041682,1956932915-0041682,502080723-041682,1582165323-00041682,610089183-041682,588625418-0000041682
Component 00000000037985,00003-00012-37985,00006-00003-75130,564594110-037985,1644122529-037985,576167301-0037985,308373080-037985,1353181926-00037985,842350694-037985,130613583-0000037985
